1,19010154.9748
1.01,18746268.15151
1.02,18486736.93095
1.03,18231051.47805
1.04,17978505.90745
1.05,17728019.60647
1.06,17477731.00548
1.07,17223933.31351
1.08,16957646.51636
1.09,16649095.75352
1.1,16099245.79745
1.11,17767535.60107
1.12,16541025.39408
1.13,16201812.64408
1.14,15946295.86942
1.15,15718481.34962
1.16,15504566.82813
1.17,15299454.93112
1.18,15100792.66993
1.19,14907320.01691
1.2,14718283.90535
1.21,14533193.53178
1.22,14351705.52551
1.23,14173565.07669
1.24,13998573.57311
1.25,13826569.77162
1.26,13657418.31428
1.27,13491002.43723
1.28,13327219.17764
1.29,13165976.12501
1.3,13007189.15831
1.31,12850780.83018
1.32,12696679.18708
1.33,12544816.88941
1.34,12395130.54259
1.35,12247560.17929
1.36,12102048.85169
1.37,11958542.30528
1.38,11816988.71397
1.39,11677338.46199
1.4,11539543.96187
1.41,11403559.50077
1.42,11269341.10929
1.43,11136846.44822
1.44,11006034.70999
1.45,10876866.53215
1.46,10749303.92082
1.47,10623310.18248
1.48,10498849.86299
1.49,10375888.69263
1.5,10254393.53644
1.51,10134332.34923
1.52,10015674.1346
1.53,9898388.907731
1.54,9782447.661284
1.55,9667822.334433
1.56,9554485.784529
1.57,9442411.761311
1.58,9331574.883444
1.59,9221950.617258
1.6,9113515.257542
1.61,9006245.910314
1.62,8900120.477463
1.63,8795117.643191
1.64,8691216.862211
1.65,8588398.349636
1.66,8486643.072517
1.67,8385932.743008
1.68,8286249.813117
1.69,8187577.47103
1.7,8089899.638967
1.71,7993200.972579
1.72,7897466.861834
1.73,7802683.433402
1.74,7708837.554485
1.75,7615916.838091
1.76,7523909.649692
1.77,7432805.11524
1.78,7342593.130474
1.79,7253264.371447
1.8,7164810.306194
1.81,7077223.20742
1.82,6990496.166079
1.83,6904623.105686
1.84,6819598.797149
1.85,6735418.873902
1.86,6652079.847052
1.87,6569579.120202
1.88,6487915.003593
1.89,6407086.727041
1.9,6327094.451339
1.91,6247939.277307
1.92,6169623.252021
1.93,6092149.371423
1.94,6015521.578527
1.95,5939744.756351
1.96,5864824.714646
1.97,5790768.169443
1.98,5717582.714384
1.99,5645276.782824
2,5573859.599665
