1.2,14549752.06073
1.21,14364497.13529
1.22,14182850.52631
1.23,14004557.38618
1.24,13829419.04671
1.25,13657274.19963
1.26,13487987.41838
1.27,13321441.87063
1.28,13157534.52778
1.29,12996172.91803
1.3,12837272.86481
1.31,12680756.8721
1.32,12526552.94535
1.33,12374593.71235
1.34,12224815.75501
1.35,12077159.09215
1.36,11931566.77233
1.37,11787984.54826
1.38,11646360.61253
1.39,11506645.38001
1.4,11368791.30651
1.41,11232752.7358
1.42,11098485.76896
1.43,10965948.152
1.44,10835099.17798
1.45,10705899.60133
1.46,10578311.56213
1.47,10452298.51889
1.48,10327825.18845
1.49,10204857.4921
1.5,10083362.50708
1.51,9963308.42269
1.52,9844664.500646
1.53,9727401.039148
1.54,9611489.3403
1.55,9496901.680612
1.56,9383611.28433
1.57,9271592.299381
1.58,9160819.775777
1.59,9051269.646328
1.6,8942918.709555
1.61,8835744.614694
1.62,8729725.848738
1.63,8624841.725417
1.64,8521072.376105
1.65,8418398.742577
1.66,8316802.571604
1.67,8216266.411362
1.68,8116773.609617
1.69,8018308.313697
1.7,7920855.472219
1.71,7824400.838576
1.72,7728930.976157
1.73,7634433.265313
1.74,7540895.912037
1.75,7448307.958345
1.76,7356659.294336
1.77,7265940.671901
1.78,7176143.720025
1.79,7087260.961636
1.8,6999285.831907
1.81,6912212.697941
1.82,6826036.879689
1.83,6740754.671972
1.84,6656363.367409
1.85,6572861.280047
1.86,6490247.769413
1.87,6408523.264686
1.88,6327689.288631
1.89,6247748.480852
1.9,6168704.619902
1.91,6090562.643678
1.92,6013328.667474
1.93,5937009.998997
1.94,5861615.149551
1.95,5787153.840532
1.96,5713637.004287
1.97,5641076.778312
1.98,5569486.491707
1.99,5498880.642714
2,5429274.866131
