1.42,1.407968052572e-148
1.43,9.22456781902e-149
1.44,6.120121845546e-149
1.45,4.065962910687e-149
1.46,2.659038390455e-149
1.47,1.65903222714e-149
1.48,9.182839403511e-150
1.49,3.433638821158e-150
1.5,-1.267812881148e-150
1.51,-5.328086032038e-150
1.52,-9.030347650965e-150
1.53,-1.257823645691e-149
1.54,-1.612036863656e-149
1.55,-1.977665661327e-149
1.56,-2.364428590663e-149
1.57,-2.780585645402e-149
1.58,-3.234440218756e-149
1.59,-3.734169361132e-149
1.6,-4.288728248484e-149
1.61,-4.909696944246e-149
1.62,-5.610856511584e-149
1.63,-6.410599686599e-149
1.64,-7.334388013552e-149
1.65,-8.41531065538e-149
1.66,-9.700043055938e-149
1.67,-1.125139751796e-148
1.68,-1.315276888087e-148
1.69,-1.551540816448e-148
1.7,-1.847898684398e-148
1.71,-2.221602129782e-148
1.72,-2.692637534906e-148
1.73,-3.281807565885e-148
1.74,-4.007297657717e-148
1.75,-4.876292357063e-148
1.76,-5.870457252766e-148
1.77,-6.920880507931e-148
1.78,-7.863674983488e-148
