1.04,-1.403900382835e-23
1.05,-3.008594612785e-23
1.06,-1.021650796126e-22
1.07,3.539285805453e-22
1.08,1.320003721172e-22
1.09,1.430818090509e-22
1.1,3.016025357229e-22
1.11,-7.075684603642e-22
1.12,-1.861269392934e-22
1.13,-1.443758663892e-22
1.14,-2.163960602988e-22
1.15,3.506198333722e-22
1.16,5.972712773985e-23
1.17,2.6085223509e-23
1.18,1.446305601649e-23
1.19,8.996688085711e-24
1.2,5.978697354722e-24
1.21,4.132430526905e-24
1.22,2.916630671545e-24
1.23,2.069054972599e-24
1.24,1.450077652693e-24
1.25,9.799002950213e-25
1.26,6.103135988828e-25
1.27,3.108559809281e-25
1.28,6.155191713078e-26
1.29,-1.511141116835e-25
1.3,-3.365346562953e-25
1.31,-5.013896543894e-25
1.32,-6.505264305132e-25
1.33,-7.875249236626e-25
1.34,-9.150700818094e-25
1.35,-1.035202781224e-24
1.36,-1.149492301625e-24
1.37,-1.259157008161e-24
1.38,-1.36515014175e-24
1.39,-1.468221672663e-24
1.4,-1.568963457483e-24
1.41,-1.667842550018e-24
1.42,-1.765226032477e-24
1.43,-1.861399624096e-24
1.44,-1.95658171865e-24
1.45,-2.050934026405e-24
1.46,-2.14456956943e-24
1.47,-2.237558740976e-24
1.48,-2.329933797566e-24
1.49,-2.421692122932e-24
1.5,-2.512798546584e-24
1.51,-2.603186841732e-24
1.52,-2.692760581817e-24
1.53,-2.781393440084e-24
1.54,-2.868929014843e-24
1.55,-2.955180236105e-24
1.56,-3.039928397152e-24
1.57,-3.122921843204e-24
1.58,-3.203874339279e-24
1.59,-3.282463133926e-24
1.6,-3.358326728867e-24
1.61,-3.431062364757e-24
1.62,-3.50022322277e-24
1.63,-3.565315350092e-24
1.64,-3.625794309588e-24
1.65,-3.681061553769e-24
1.66,-3.730460532652e-24
1.67,-3.773272535276e-24
1.68,-3.808712277292e-24
1.69,-3.83592324838e-24
1.7,-3.853972836077e-24
1.71,-3.861847255736e-24
1.72,-3.858446320743e-24
1.73,-3.842578099165e-24
1.74,-3.812953520185e-24
1.75,-3.768181002582e-24
1.76,-3.706761203888e-24
1.77,-3.627082007796e-24
1.78,-3.527413888793e-24
1.79,-3.405905833598e-24
1.8,-3.260582019918e-24
1.81,-3.089339497457e-24
1.82,-2.889947160483e-24
1.83,-2.660046337128e-24
1.84,-2.397153357499e-24
1.85,-2.09866466271e-24
1.86,-1.761864597704e-24
1.87,-1.383936874364e-24
1.88,-9.619799902534e-25
1.89,-4.930270745043e-25
1.9,2.592849843864e-26
1.91,5.979020370996e-25
1.92,1.225879665168e-24
1.93,1.912773207873e-24
1.94,2.661367663033e-24
1.95,3.47426038066e-24
1.96,4.353792181021e-24
