1.26,-2.317222932461e-35
1.27,-2.465213149112e-35
1.28,-2.620570575928e-35
1.29,1.793129722637e-38
1.3,1.596420396594e-38
1.31,1.448772190747e-38
1.32,1.337163358338e-38
1.33,1.252522611998e-38
1.34,1.188392048717e-38
1.35,1.140082824974e-38
1.36,1.104127873981e-38
1.37,1.077918858759e-38
1.38,1.0594603618e-38
1.39,1.047200009779e-38
1.4,1.039909238338e-38
1.41,1.036598024207e-38
1.42,1.03645290984e-38
1.43,1.038791420527e-38
1.44,1.043027770011e-38
1.45,1.048646800817e-38
1.46,1.055183775105e-38
1.47,1.062208378951e-38
1.48,1.069311839735e-38
1.49,1.076096282196e-38
1.5,1.082165712586e-38
1.51,1.08711816697e-38
1.52,1.090538736563e-38
1.53,1.091993077586e-38
1.54,1.091021341719e-38
1.55,1.087132334562e-38
1.56,1.079797594278e-38
1.57,1.068445498505e-38
1.58,1.05245548502e-38
1.59,1.031151477478e-38
1.6,1.003795642736e-38
1.61,9.695817378878e-39
1.62,9.276272657232e-39
1.63,8.76966579284e-39
1.64,8.165424058077e-39
1.65,7.451971163334e-39
1.66,6.616643208513e-39
1.67,5.645585940192e-39
1.68,4.523656086306e-39
1.69,3.234319700178e-39
1.7,1.759533807709e-39
1.71,7.963636243137e-41
1.72,-1.826765995595e-39
1.73,-3.982934066687e-39
1.74,-6.414100318199e-39
1.75,-9.147592857885e-39
1.76,-1.221295668108e-38
1.77,-1.564206188712e-38
1.78,-1.946919892219e-38
1.79,-2.373117035674e-38
1.8,-2.846737635958e-38
1.81,-3.371979443436e-38
1.82,-3.953306324466e-38
1.83,-4.595441210951e-38
1.84,-5.303355665769e-38
1.85,-6.082264136771e-38
1.86,-6.93759339042e-38
1.87,-7.874958377329e-38
1.88,-8.900123296919e-38
1.89,-1.001894894378e-37
1.9,-1.123733498272e-37
1.91,-1.256114378121e-37
1.92,-1.399611380908e-37
1.93,-1.554775914601e-37
1.94,-1.72212566403e-37
