1.2,14821629.29897
1.21,14638513.42345
1.22,14459016.38822
1.23,14282887.51993
1.24,14109931.41904
1.25,13939989.4653
1.26,13772928.53781
1.27,13608633.85347
1.28,13447004.2592
1.29,13287949.0411
1.3,13131385.70186
1.31,12977238.37397
1.32,12825436.66103
1.33,12675914.77385
1.34,12528610.8739
1.35,12383466.56519
1.36,12240426.49438
1.37,12099438.03117
1.38,11960451.0089
1.39,11823417.51119
1.4,11688291.69429
1.41,11555029.63719
1.42,11423589.21401
1.43,11293929.98413
1.44,11166013.09683
1.45,11039801.20785
1.46,10915258.40581
1.47,10792350.14704
1.48,10671043.19747
1.49,10551305.58059
1.5,10433106.53071
1.51,10316416.45089
1.52,10201206.87491
1.53,10087450.43293
1.54,9975120.820476
1.55,9864192.770326
1.56,9754642.02724
1.57,9646445.325151
1.58,9539580.366715
1.59,9434025.805066
1.6,9329761.22761
1.61,9226767.14179
1.62,9125024.962691
1.63,9024517.002427
1.64,8925226.461231
1.65,8827137.420178
1.66,8730234.835516
1.67,8634504.534533
1.68,8539933.212941
1.69,8446508.433741
1.7,8354218.627541
1.71,8263053.094318
1.72,8173002.006601
1.73,8084056.414073
1.74,7996208.249592
1.75,7909450.336635
1.76,7823776.398188
1.77,7739181.067092
1.78,7655659.897896
1.79,7573209.380264
1.8,7491826.953986
1.81,7411511.025695
1.82,7332260.987372
1.83,7254077.236773
1.84,7176961.199921
1.85,7100915.355816
1.86,7025943.263567
1.87,6952049.592124
1.88,6879240.152814
1.89,6807521.93484
1.9,6736903.143854
1.91,6667393.243577
1.92,6599003.000254
1.93,6531744.529373
1.94,6465631.343607
1.95,6400678.40014
1.96,6336902.144525
1.97,6274320.546682
1.98,6212953.122657
1.99,6152820.933188
2,6093946.546881
